19;100000元宝;31;0;1;109;0;0;20628;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
20;200000元宝;31;0;1;110;0;0;20628;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
21;500000元宝;31;0;1;111;0;0;20628;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
22;1000000元宝;31;0;1;112;0;0;20628;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
23;2000000元宝;31;0;1;113;0;0;20628;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
24;5000000元宝;31;0;1;114;0;0;20628;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
25;10000000元宝;31;0;1;115;0;0;20628;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
26;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
27;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
28;1逐币;31;0;1;116;0;0;20629;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
29;5逐币;31;0;1;117;0;0;20629;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
30;10逐币;31;0;1;118;0;0;30854;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
31;20逐币;31;0;1;119;0;0;30855;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
32;50逐币;31;0;1;120;0;0;30856;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
33;100逐币;31;0;1;121;0;0;30857;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
34;200逐币;31;0;1;122;0;0;30858;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
35;500逐币;31;0;1;123;0;0;30859;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
36;1000逐币;31;0;1;124;0;0;30860;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
37;5000逐币;31;0;1;125;0;0;30861;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
38;10000逐币;31;0;1;126;0;0;30861;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
39;50000逐币;31;0;1;127;0;0;20629;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
40;100000逐币;31;0;1;128;0;0;20629;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
41;200000逐币;31;0;1;201;0;0;20629;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
42;500000逐币;31;0;1;129;0;0;20629;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
43;1000000逐币;31;0;1;130;0;0;20629;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
44;2000000逐币;31;0;1;202;0;0;20629;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
45;5000000逐币;31;0;1;131;0;0;20629;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
46;10000000逐币;31;0;1;0;0;0;20629;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
47;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
48;经验卷(10万);31;0;1;135;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
49;经验卷(20万);31;0;1;136;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
50;经验卷(30万);31;0;1;137;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
51;经验卷(50万);31;0;1;138;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
52;经验卷(100万);31;0;1;139;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
53;经验卷(200万);31;0;1;140;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
54;经验卷(500万);31;0;1;141;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
55;经验卷(1000万);31;0;1;142;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
56;经验卷(2000万);31;0;1;143;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
57;经验卷(5000万);31;0;1;144;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
58;经验卷(1亿);31;0;1;145;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
59;经验卷(2亿);31;0;1;146;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
60;经验卷(5亿);31;0;1;147;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
61;经验卷(10亿);31;0;1;148;0;0;20630;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
62;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
63;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
64;隐身术;31;0;1;40;0;0;20631;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
65;魔法盾;31;0;1;41;0;0;20631;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
66;护体神盾;31;0;1;42;0;0;20631;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
67;十步一杀;31;0;1;43;0;0;20631;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
68;冰霜群雨;31;0;1;44;0;0;20631;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
69;万法不侵;31;0;1;144;0;0;20631;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
70;施毒术;31;0;1;46;0;0;20631;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
71;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
72;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
73;战火之源;41;0;0;0;0;0;20632;255;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
74;王者◆水晶;42;0;1;0;0;0;50377;9999;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
75;神兽圣晶;41;0;0;0;0;0;20634;255;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
76;无敌碎片;41;0;0;0;0;0;20635;255;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
77;荣耀★水晶;42;0;0;0;0;0;50971;9999;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
78;战火血珠;41;0;0;0;0;0;20637;255;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
79;血符碎片;41;0;0;0;0;0;20638;255;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
80;------------------------------;49;100;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0;5000;0;20000;5;254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
81;项链祝福油;31;0;0;6;0;0;20640;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
82;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
83;狂暴※之力;70;1;1;1;0;1;380;0;0;0;0;0;1888;1888;1888;1888;1888;1888;0;0;20000;5;249;0;0;0;0;10;30;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
84;仙域令牌;40;0;1;0;0;0;20643;1000;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;249;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
85;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
533;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
542;第一富豪;70;1;1;1;0;1;470;0;100;100;100;100;100;100;100;100;100;100;0;0;0;0;151;0;1000;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
543;第二富豪;70;1;1;1;0;1;470;0;300;300;300;300;300;300;300;300;300;300;0;0;0;0;151;0;3000;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
544;第三富豪;70;1;1;1;0;1;470;0;500;500;500;500;500;500;500;500;500;500;0;0;0;0;151;0;5000;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
545;爱心大使;70;1;1;1;0;1;470;0;700;700;700;700;700;700;700;700;700;700;0;0;0;0;151;0;7000;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
546;魔卍一阶魔修;70;1;1;1;0;1;470;0;0;0;0;0;100;100;100;100;100;100;0;0;0;0;151;0;50000;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
547;魔卍二阶魔修;70;1;1;1;0;1;470;0;0;0;0;0;300;300;300;300;300;300;0;0;0;0;151;0;100000;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
548;魔卍三阶魔修;70;1;1;1;0;1;470;0;0;0;0;0;500;500;500;500;500;500;0;0;0;0;151;0;150000;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
549;魔卍四阶魔修;70;1;1;1;0;1;470;0;0;0;0;0;700;700;700;700;700;700;0;0;0;0;151;0;200000;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
550;魔卍五阶魔修;70;1;1;1;0;1;470;0;0;0;0;0;900;900;900;900;900;900;0;0;0;0;151;0;300000;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
551;魔卍六阶魔修;70;1;1;1;0;1;470;0;0;0;0;0;1200;1200;1200;1200;1200;1200;0;0;0;0;151;0;400000;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
552;魔卍七阶魔修;70;1;1;1;0;1;470;0;0;0;0;0;1500;1500;1500;1500;1500;1500;0;0;0;0;151;0;500000;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
553;魔卍八阶魔修;70;1;1;1;0;1;470;0;0;0;0;0;2000;2000;2000;2000;2000;2000;0;0;0;0;151;0;600000;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
554;魔咒卍焚苍燃穹;70;1;1;1;0;1;470;0;0;0;0;0;2500;2500;2500;2500;2500;2500;0;0;0;0;151;0;800000;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
555;魔念卍血月荒神;70;1;1;1;0;1;470;0;0;0;0;0;3000;3000;3000;3000;3000;3000;0;0;0;0;151;0;1000000;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
556;同门之谊;70;1;1;1;0;1;470;0;0;0;0;0;188;188;188;188;188;188;0;0;0;0;151;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
557;年少奇才;70;1;1;1;0;1;470;0;0;0;0;0;388;388;388;388;388;388;0;0;0;0;151;0;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
558;名荡八荒;70;1;1;1;0;1;470;0;0;0;0;0;588;588;588;588;588;588;0;0;0;0;151;0;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
559;超今冠古;70;1;1;1;0;1;470;0;0;0;0;0;888;888;888;888;888;888;0;0;0;0;151;0;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
560;至高无上;70;1;1;1;0;1;470;0;0;0;0;0;1288;1288;1288;1288;1288;1288;0;0;0;0;151;0;600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
561;唯我独醉;70;1;1;1;0;1;470;0;0;0;0;0;1588;1588;1588;1588;1588;1588;0;0;0;0;151;0;800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
562;举世无双;70;1;1;1;0;1;470;0;0;0;0;0;1888;1888;1888;1888;1888;1888;0;0;0;0;151;0;1000000;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
563;回馈大使;70;1;1;1;0;1;470;0;100;100;100;100;100;100;100;100;100;100;0;0;0;0;151;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
684;遮天·打金卷轴1;41;0;0;0;0;0;20636;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
685;矿泉水1;41;0;0;0;0;0;40250;100;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
686;百事可乐1;41;0;0;0;0;0;40251;100;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
687;红牛1;41;0;0;0;0;0;40252;100;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
688;软云1;41;0;0;0;0;0;40254;100;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
689;中华1;41;0;0;0;0;0;40255;100;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
690;小熊猫1;41;0;0;0;0;0;40253;100;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
691;刀刀切割药水;31;0;1;44;0;0;40040;1;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
86;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
149;------------------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
